trial,method,label,route,success,completion_steps,completion_time_s,active_steps,idle_steps,idle_fraction,stale_instruction_errors,stale_error_fraction,wrong_instruction_errors,wrong_instruction_fraction,control_smoothness,safety_violations,planner_calls,instruction_switches,instruction_parse_failures,stage_completions,route_stages,path_length,planner_profile,planner_latency,planner_cadence,transport_delay,controller_capacity,controller_noise
25,controller_only,Controller only,cobalt>mint>depot,0,260,20.8,260,0,0.0,0,0.0,241,0.926923076923077,0.388338416535872,17,0,0,0,1,3,19.902366445591397,balanced,10,16,4,medium,0.055
25,direct_blocking,Direct planner actions,cobalt>mint>depot,1,163,13.040000000000001,93,70,0.4294478527607362,17,0.1827956989247312,17,0.1827956989247312,1.238275755730527,22,7,7,0,3,3,6.405717311029153,balanced,10,16,4,medium,0.055
25,sync_instruction,Synchronous instructions,cobalt>mint>depot,1,83,6.640000000000001,54,29,0.3493975903614458,0,0.0,0,0.0,0.4702906233795862,7,3,3,0,3,3,5.0210122837070115,balanced,10,16,4,medium,0.055
25,async_online,Asynchronous online,cobalt>mint>depot,1,73,5.84,64,9,0.1232876712328767,12,0.1875,12,0.1875,0.37098568730690273,3,3,3,0,3,3,4.412293145849958,balanced,10,16,4,medium,0.055
25,oracle,Oracle planner/controller,cobalt>mint>depot,1,54,4.32,54,0,0.0,0,0.0,0,0.0,0.45002476277616277,2,3,0,0,3,3,3.949630776363813,balanced,10,16,4,medium,0.055
26,controller_only,Controller only,mint>cobalt>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.3873632132762283,14,0,0,0,0,4,19.552814410041897,balanced,10,16,4,medium,0.055
26,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,150,110,0.4230769230769231,21,0.14,49,0.32666666666666666,1.2265622088727883,24,11,11,0,3,4,11.219323348890704,balanced,10,16,4,medium,0.055
26,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,111,8.88,72,39,0.35135135135135137,0,0.0,0,0.0,0.4686816930242197,10,4,4,0,4,4,6.536087982807169,balanced,10,16,4,medium,0.055
26,async_online,Asynchronous online,mint>cobalt>amber>depot,1,96,7.68,87,9,0.09375,17,0.19540229885057472,17,0.19540229885057472,0.36742284207162074,0,4,4,0,4,4,5.8989940617524015,balanced,10,16,4,medium,0.055
26,oracle,Oracle planner/controller,mint>cobalt>amber>depot,1,71,5.68,71,0,0.0,0,0.0,0,0.0,0.4536412006039163,0,4,0,0,4,4,5.329757441176118,balanced,10,16,4,medium,0.055
27,controller_only,Controller only,amber>mint>cobalt>depot,0,260,20.8,260,0,0.0,0,0.0,244,0.9384615384615385,0.3747494722014774,4,0,0,0,1,4,21.10825672380647,balanced,10,16,4,medium,0.055
27,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,1,195,15.6,112,83,0.4256410256410256,19,0.16964285714285715,19,0.16964285714285715,1.2591132498076687,15,9,8,0,4,4,8.906658547753915,balanced,10,16,4,medium,0.055
27,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,137,10.96,98,39,0.2846715328467153,0,0.0,0,0.0,0.41707063937494593,16,4,4,0,4,4,8.659811526292085,balanced,10,16,4,medium,0.055
27,async_online,Asynchronous online,amber>mint>cobalt>depot,1,115,9.200000000000001,106,9,0.0782608695652174,5,0.04716981132075472,5,0.04716981132075472,0.4093584764711212,11,4,4,0,4,4,6.959761931835963,balanced,10,16,4,medium,0.055
27,oracle,Oracle planner/controller,amber>mint>cobalt>depot,1,98,7.84,98,0,0.0,0,0.0,0,0.0,0.35501889838561596,13,4,0,0,4,4,6.492097525772742,balanced,10,16,4,medium,0.055
28,controller_only,Controller only,amber>cobalt>depot,1,72,5.76,72,0,0.0,0,0.0,1,0.013888888888888888,0.407506722239793,7,0,0,0,3,3,4.741778780802228,balanced,10,16,4,medium,0.055
28,direct_blocking,Direct planner actions,amber>cobalt>depot,1,238,19.04,138,100,0.42016806722689076,18,0.13043478260869565,46,0.3333333333333333,1.2444959848292663,44,10,10,0,3,3,11.952649064710668,balanced,10,16,4,medium,0.055
28,sync_instruction,Synchronous instructions,amber>cobalt>depot,1,125,10.0,96,29,0.232,0,0.0,0,0.0,0.34201461401412153,42,3,3,0,3,3,5.662713058254704,balanced,10,16,4,medium,0.055
28,async_online,Asynchronous online,amber>cobalt>depot,1,84,6.72,75,9,0.10714285714285714,0,0.0,0,0.0,0.38816625569083757,15,3,3,0,3,3,4.795949699119446,balanced,10,16,4,medium,0.055
28,oracle,Oracle planner/controller,amber>cobalt>depot,1,70,5.6000000000000005,70,0,0.0,0,0.0,0,0.0,0.43478947908746435,5,3,0,0,3,3,4.613067803676548,balanced,10,16,4,medium,0.055
29,controller_only,Controller only,mint>cobalt>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.38861671465486575,35,0,0,0,0,4,18.147500886407975,balanced,10,16,4,medium,0.055
29,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,150,110,0.4230769230769231,16,0.10666666666666667,40,0.26666666666666666,1.1949577587885833,60,11,11,0,3,4,9.317948297104028,balanced,10,16,4,medium,0.055
29,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,113,9.040000000000001,74,39,0.34513274336283184,0,0.0,0,0.0,0.4404056789829392,18,4,4,0,4,4,6.68682762745521,balanced,10,16,4,medium,0.055
29,async_online,Asynchronous online,mint>cobalt>amber>depot,1,97,7.76,88,9,0.09278350515463918,14,0.1590909090909091,14,0.1590909090909091,0.36019862211917303,9,4,4,0,4,4,5.9565997272283315,balanced,10,16,4,medium,0.055
29,oracle,Oracle planner/controller,mint>cobalt>amber>depot,1,71,5.68,71,0,0.0,0,0.0,0,0.0,0.4670422761580401,0,4,0,0,4,4,5.521071790581377,balanced,10,16,4,medium,0.055
30,controller_only,Controller only,amber>mint>cobalt>depot,0,260,20.8,260,0,0.0,0,0.0,238,0.9153846153846154,0.3891673469065298,7,0,0,0,1,4,20.813675756557792,balanced,10,16,4,medium,0.055
30,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,1,232,18.56,132,100,0.43103448275862066,26,0.19696969696969696,40,0.30303030303030304,1.2264457293020268,50,10,10,0,4,4,8.776387961306781,balanced,10,16,4,medium,0.055
30,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,131,10.48,92,39,0.29770992366412213,0,0.0,0,0.0,0.409495892610924,8,4,4,0,4,4,8.252434090671068,balanced,10,16,4,medium,0.055
30,async_online,Asynchronous online,amber>mint>cobalt>depot,1,115,9.200000000000001,106,9,0.0782608695652174,14,0.1320754716981132,14,0.1320754716981132,0.34904012072070273,6,4,4,0,4,4,7.008007617657807,balanced,10,16,4,medium,0.055
30,oracle,Oracle planner/controller,amber>mint>cobalt>depot,1,103,8.24,103,0,0.0,0,0.0,0,0.0,0.3703416777059426,16,4,0,0,4,4,6.248949209252256,balanced,10,16,4,medium,0.055
31,controller_only,Controller only,mint>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.36775729149882114,32,0,0,0,0,3,18.45773732351118,balanced,10,16,4,medium,0.055
31,direct_blocking,Direct planner actions,mint>amber>depot,1,188,15.040000000000001,108,80,0.425531914893617,17,0.1574074074074074,31,0.28703703703703703,1.2633100601622944,33,8,8,0,3,3,6.687161934922676,balanced,10,16,4,medium,0.055
31,sync_instruction,Synchronous instructions,mint>amber>depot,1,92,7.36,63,29,0.31521739130434784,0,0.0,0,0.0,0.4076372790112638,6,3,3,0,3,3,6.061985907827037,balanced,10,16,4,medium,0.055
31,async_online,Asynchronous online,mint>amber>depot,1,76,6.08,67,9,0.11842105263157894,5,0.07462686567164178,5,0.07462686567164178,0.3385711634365447,0,3,3,0,3,3,5.043727995749374,balanced,10,16,4,medium,0.055
31,oracle,Oracle planner/controller,mint>amber>depot,1,60,4.8,60,0,0.0,0,0.0,0,0.0,0.3985013302952278,0,3,0,0,3,3,4.494270334856048,balanced,10,16,4,medium,0.055
32,controller_only,Controller only,mint>cobalt>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.37467159812531814,28,0,0,0,0,4,18.95005876358522,balanced,10,16,4,medium,0.055
32,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,150,110,0.4230769230769231,8,0.05333333333333334,74,0.49333333333333335,1.2209275324552014,22,11,11,0,2,4,14.627389945952077,balanced,10,16,4,medium,0.055
32,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,112,8.96,73,39,0.3482142857142857,0,0.0,0,0.0,0.4615699718685881,8,4,4,0,4,4,6.602127312741897,balanced,10,16,4,medium,0.055
32,async_online,Asynchronous online,mint>cobalt>amber>depot,1,97,7.76,88,9,0.09278350515463918,17,0.19318181818181818,17,0.19318181818181818,0.3697150704907749,0,4,4,0,4,4,5.87026784771353,balanced,10,16,4,medium,0.055
32,oracle,Oracle planner/controller,mint>cobalt>amber>depot,1,70,5.6000000000000005,70,0,0.0,0,0.0,0,0.0,0.46308182341753945,0,4,0,0,4,4,5.243401158248271,balanced,10,16,4,medium,0.055
33,controller_only,Controller only,mint>cobalt>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.3830644602564215,10,0,0,0,0,4,20.857605167093066,balanced,10,16,4,medium,0.055
33,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,150,110,0.4230769230769231,25,0.16666666666666666,52,0.3466666666666667,1.2026031485407762,28,11,11,0,3,4,14.753357369486642,balanced,10,16,4,medium,0.055
33,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,125,10.0,86,39,0.312,0,0.0,0,0.0,0.4041299154051484,30,4,4,0,4,4,6.463424025458215,balanced,10,16,4,medium,0.055
33,async_online,Asynchronous online,mint>cobalt>amber>depot,1,95,7.6000000000000005,86,9,0.09473684210526316,0,0.0,0,0.0,0.3687555694631519,22,4,4,0,4,4,5.551408952715936,balanced,10,16,4,medium,0.055
33,oracle,Oracle planner/controller,mint>cobalt>amber>depot,1,80,6.4,80,0,0.0,0,0.0,0,0.0,0.4574669104262151,8,4,0,0,4,4,5.359702336681326,balanced,10,16,4,medium,0.055
34,controller_only,Controller only,amber>mint>cobalt>depot,0,260,20.8,260,0,0.0,0,0.0,238,0.9153846153846154,0.3875931939946958,32,0,0,0,1,4,18.954835227934776,balanced,10,16,4,medium,0.055
34,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,150,110,0.4230769230769231,24,0.16,38,0.25333333333333335,1.21125352657028,28,11,11,0,3,4,10.996744188646211,balanced,10,16,4,medium,0.055
34,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,0,260,20.8,231,29,0.11153846153846154,0,0.0,186,0.8051948051948052,0.16359242501355878,11,3,3,0,2,4,4.653794074691855,balanced,10,16,4,medium,0.055
34,async_online,Asynchronous online,amber>mint>cobalt>depot,0,260,20.8,251,9,0.03461538461538462,5,0.0199203187250996,208,0.8286852589641435,0.14610003780695613,6,4,3,0,2,4,3.7817542596021134,balanced,10,16,4,medium,0.055
34,oracle,Oracle planner/controller,amber>mint>cobalt>depot,1,98,7.84,98,0,0.0,0,0.0,0,0.0,0.4041432642373564,11,4,0,0,4,4,6.290551722236563,balanced,10,16,4,medium,0.055
35,controller_only,Controller only,cobalt>amber>mint>depot,0,260,20.8,260,0,0.0,0,0.0,221,0.85,0.3919554918575826,9,0,0,0,2,4,20.484926320679005,balanced,10,16,4,medium,0.055
35,direct_blocking,Direct planner actions,cobalt>amber>mint>depot,1,210,16.8,120,90,0.42857142857142855,21,0.175,35,0.2916666666666667,1.2160143622718038,12,9,9,0,4,4,9.047711118200022,balanced,10,16,4,medium,0.055
35,sync_instruction,Synchronous instructions,cobalt>amber>mint>depot,0,260,20.8,221,39,0.15,0,0.0,156,0.7058823529411765,0.24027550940828113,10,4,4,0,3,4,8.179125671975743,balanced,10,16,4,medium,0.055
35,async_online,Asynchronous online,cobalt>amber>mint>depot,0,260,20.8,251,9,0.03461538461538462,10,0.0398406374501992,187,0.7450199203187251,0.206584325245959,2,4,4,0,3,4,7.067034518839682,balanced,10,16,4,medium,0.055
35,oracle,Oracle planner/controller,cobalt>amber>mint>depot,1,87,6.96,87,0,0.0,0,0.0,0,0.0,0.3856899526151077,6,4,0,0,4,4,6.0413712166991465,balanced,10,16,4,medium,0.055
36,controller_only,Controller only,amber>cobalt>depot,1,64,5.12,64,0,0.0,0,0.0,1,0.015625,0.4036458697031855,3,0,0,0,3,3,4.706874976932608,balanced,10,16,4,medium,0.055
36,direct_blocking,Direct planner actions,amber>cobalt>depot,1,148,11.84,84,64,0.43243243243243246,18,0.21428571428571427,18,0.21428571428571427,1.227281092013511,7,7,6,0,3,3,6.679488870924095,balanced,10,16,4,medium,0.055
36,sync_instruction,Synchronous instructions,amber>cobalt>depot,0,260,20.8,241,19,0.07307692307692308,0,0.0,225,0.9336099585062241,0.16467898667142192,6,2,2,0,1,3,4.309654514268465,balanced,10,16,4,medium,0.055
36,async_online,Asynchronous online,amber>cobalt>depot,0,260,20.8,251,9,0.03461538461538462,5,0.0199203187250996,235,0.9362549800796812,0.156337794450087,3,3,2,0,1,3,3.9112282426797336,balanced,10,16,4,medium,0.055
36,oracle,Oracle planner/controller,amber>cobalt>depot,1,64,5.12,64,0,0.0,0,0.0,0,0.0,0.40038457752674106,5,3,0,0,3,3,4.495207724997504,balanced,10,16,4,medium,0.055
37,controller_only,Controller only,mint>cobalt>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.4001754991107829,14,0,0,0,0,4,20.318073206268245,balanced,10,16,4,medium,0.055
37,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,150,110,0.4230769230769231,17,0.11333333333333333,83,0.5533333333333333,1.2937722016710091,46,11,11,0,2,4,12.310291470629254,balanced,10,16,4,medium,0.055
37,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,110,8.8,71,39,0.35454545454545455,0,0.0,0,0.0,0.47035530795162056,9,4,4,0,4,4,6.42736144280458,balanced,10,16,4,medium,0.055
37,async_online,Asynchronous online,mint>cobalt>amber>depot,1,96,7.68,87,9,0.09375,17,0.19540229885057472,17,0.19540229885057472,0.36682945066731953,0,4,4,0,4,4,5.867663232944389,balanced,10,16,4,medium,0.055
37,oracle,Oracle planner/controller,mint>cobalt>amber>depot,1,70,5.6000000000000005,70,0,0.0,0,0.0,0,0.0,0.45964089543514564,0,4,0,0,4,4,5.272144666889373,balanced,10,16,4,medium,0.055
38,controller_only,Controller only,mint>cobalt>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.38775949652397357,28,0,0,0,0,4,18.51811456197764,balanced,10,16,4,medium,0.055
38,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,1,260,20.8,150,110,0.4230769230769231,25,0.16666666666666666,53,0.35333333333333333,1.213637979060778,16,11,11,0,4,4,13.174912123457123,balanced,10,16,4,medium,0.055
38,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,112,8.96,73,39,0.3482142857142857,0,0.0,0,0.0,0.439684867320953,7,4,4,0,4,4,6.375759977584362,balanced,10,16,4,medium,0.055
38,async_online,Asynchronous online,mint>cobalt>amber>depot,1,96,7.68,87,9,0.09375,17,0.19540229885057472,17,0.19540229885057472,0.35512245216347366,0,4,4,0,4,4,5.726084783477204,balanced,10,16,4,medium,0.055
38,oracle,Oracle planner/controller,mint>cobalt>amber>depot,1,70,5.6000000000000005,70,0,0.0,0,0.0,0,0.0,0.45215259539853053,0,4,0,0,4,4,5.168399614073653,balanced,10,16,4,medium,0.055
39,controller_only,Controller only,cobalt>mint>depot,0,260,20.8,260,0,0.0,0,0.0,241,0.926923076923077,0.3722048791784858,30,0,0,0,1,3,18.790888564407368,balanced,10,16,4,medium,0.055
39,direct_blocking,Direct planner actions,cobalt>mint>depot,1,195,15.6,112,83,0.4256410256410256,7,0.0625,21,0.1875,1.2828265763794904,25,9,8,0,3,3,8.860607783453611,balanced,10,16,4,medium,0.055
39,sync_instruction,Synchronous instructions,cobalt>mint>depot,1,89,7.12,60,29,0.3258426966292135,0,0.0,0,0.0,0.43654002985581997,8,3,3,0,3,3,4.841863660212332,balanced,10,16,4,medium,0.055
39,async_online,Asynchronous online,cobalt>mint>depot,1,79,6.32,70,9,0.11392405063291139,11,0.15714285714285714,11,0.15714285714285714,0.37482484899430657,6,3,3,0,3,3,4.038896840871672,balanced,10,16,4,medium,0.055
39,oracle,Oracle planner/controller,cobalt>mint>depot,1,61,4.88,61,0,0.0,0,0.0,0,0.0,0.4275492920331773,6,3,0,0,3,3,3.9005324405485653,balanced,10,16,4,medium,0.055
40,controller_only,Controller only,amber>cobalt>depot,1,91,7.28,91,0,0.0,0,0.0,1,0.01098901098901099,0.32643575575977013,31,0,0,0,3,3,4.495083888250121,balanced,10,16,4,medium,0.055
40,direct_blocking,Direct planner actions,amber>cobalt>depot,1,163,13.040000000000001,93,70,0.4294478527607362,14,0.15053763440860216,28,0.3010752688172043,1.288744753807645,22,7,7,0,3,3,7.835534029235055,balanced,10,16,4,medium,0.055
40,sync_instruction,Synchronous instructions,amber>cobalt>depot,1,97,7.76,68,29,0.29896907216494845,0,0.0,0,0.0,0.41613321075556986,16,3,3,0,3,3,5.607126118977021,balanced,10,16,4,medium,0.055
40,async_online,Asynchronous online,amber>cobalt>depot,1,93,7.44,84,9,0.0967741935483871,10,0.11904761904761904,10,0.11904761904761904,0.3432477693973655,15,3,3,0,3,3,4.998480772739027,balanced,10,16,4,medium,0.055
40,oracle,Oracle planner/controller,amber>cobalt>depot,1,89,7.12,89,0,0.0,0,0.0,0,0.0,0.3006512405858063,26,3,0,0,3,3,4.419056386982727,balanced,10,16,4,medium,0.055
41,controller_only,Controller only,mint>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.40872173587180716,12,0,0,0,0,3,20.326732478341796,balanced,10,16,4,medium,0.055
41,direct_blocking,Direct planner actions,mint>amber>depot,1,180,14.4,100,80,0.4444444444444444,8,0.08,22,0.22,1.1601672275103325,17,8,8,0,3,3,10.382952332311353,balanced,10,16,4,medium,0.055
41,sync_instruction,Synchronous instructions,mint>amber>depot,1,97,7.76,68,29,0.29896907216494845,0,0.0,0,0.0,0.3973678505973701,19,3,3,0,3,3,5.796011165651857,balanced,10,16,4,medium,0.055
41,async_online,Asynchronous online,mint>amber>depot,1,85,6.8,76,9,0.10588235294117647,0,0.0,0,0.0,0.39417434440607385,25,3,3,0,3,3,4.326548777670447,balanced,10,16,4,medium,0.055
41,oracle,Oracle planner/controller,mint>amber>depot,1,62,4.96,62,0,0.0,0,0.0,0,0.0,0.4108242595532271,5,3,0,0,3,3,4.350965825529733,balanced,10,16,4,medium,0.055
42,controller_only,Controller only,amber>mint>cobalt>depot,0,260,20.8,260,0,0.0,0,0.0,245,0.9423076923076923,0.39023855799012974,3,0,0,0,1,4,21.110934034088245,balanced,10,16,4,medium,0.055
42,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,150,110,0.4230769230769231,7,0.04666666666666667,77,0.5133333333333333,1.2391697133596593,50,11,11,0,1,4,12.016925106331717,balanced,10,16,4,medium,0.055
42,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,145,11.6,106,39,0.2689655172413793,0,0.0,0,0.0,0.41051396081531677,28,4,4,0,4,4,8.448772337072677,balanced,10,16,4,medium,0.055
42,async_online,Asynchronous online,amber>mint>cobalt>depot,1,109,8.72,100,9,0.08256880733944955,12,0.12,12,0.12,0.3352926233709275,6,4,4,0,4,4,7.0698227293975755,balanced,10,16,4,medium,0.055
42,oracle,Oracle planner/controller,amber>mint>cobalt>depot,1,93,7.44,93,0,0.0,0,0.0,0,0.0,0.3885411777980587,5,4,0,0,4,4,6.302722032396132,balanced,10,16,4,medium,0.055
43,controller_only,Controller only,mint>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.3884921367419396,16,0,0,0,0,3,20.246227798145007,balanced,10,16,4,medium,0.055
43,direct_blocking,Direct planner actions,mint>amber>depot,1,140,11.200000000000001,80,60,0.42857142857142855,15,0.1875,15,0.1875,1.2661134648175438,8,6,6,0,3,3,6.675896217142069,balanced,10,16,4,medium,0.055
43,sync_instruction,Synchronous instructions,mint>amber>depot,1,91,7.28,62,29,0.31868131868131866,0,0.0,0,0.0,0.40262531803028373,4,3,3,0,3,3,5.873980139852428,balanced,10,16,4,medium,0.055
43,async_online,Asynchronous online,mint>amber>depot,1,75,6.0,66,9,0.12,6,0.09090909090909091,6,0.09090909090909091,0.35130237955510474,0,3,3,0,3,3,4.8034832440319075,balanced,10,16,4,medium,0.055
43,oracle,Oracle planner/controller,mint>amber>depot,1,73,5.84,73,0,0.0,0,0.0,0,0.0,0.38064081614503825,12,3,0,0,3,3,4.201217500185608,balanced,10,16,4,medium,0.055
44,controller_only,Controller only,amber>mint>cobalt>depot,0,260,20.8,260,0,0.0,0,0.0,240,0.9230769230769231,0.38229463655910684,11,0,0,0,1,4,20.880170342491393,balanced,10,16,4,medium,0.055
44,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,150,110,0.4230769230769231,26,0.17333333333333334,82,0.5466666666666666,1.2344005951184018,33,11,11,0,3,4,13.985136272090156,balanced,10,16,4,medium,0.055
44,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,145,11.6,106,39,0.2689655172413793,0,0.0,0,0.0,0.42474181641934194,27,4,4,0,4,4,8.077350014217929,balanced,10,16,4,medium,0.055
44,async_online,Asynchronous online,amber>mint>cobalt>depot,1,121,9.68,112,9,0.0743801652892562,4,0.03571428571428571,4,0.03571428571428571,0.38152864087546573,27,4,4,0,4,4,6.6054550956498,balanced,10,16,4,medium,0.055
44,oracle,Oracle planner/controller,amber>mint>cobalt>depot,1,118,9.44,118,0,0.0,0,0.0,0,0.0,0.32622932902016993,35,4,0,0,4,4,6.194407506364682,balanced,10,16,4,medium,0.055
45,controller_only,Controller only,mint>cobalt>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.36837452237349255,23,0,0,0,0,4,20.074907531184238,balanced,10,16,4,medium,0.055
45,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,150,110,0.4230769230769231,12,0.08,96,0.64,1.1944025772232703,18,11,11,0,1,4,16.23979657932373,balanced,10,16,4,medium,0.055
45,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,119,9.52,80,39,0.3277310924369748,0,0.0,0,0.0,0.4603936781859364,19,4,4,0,4,4,6.41893998297578,balanced,10,16,4,medium,0.055
45,async_online,Asynchronous online,mint>cobalt>amber>depot,1,87,6.96,78,9,0.10344827586206896,0,0.0,0,0.0,0.4387674373413246,12,4,4,0,4,4,5.468935638491246,balanced,10,16,4,medium,0.055
45,oracle,Oracle planner/controller,mint>cobalt>amber>depot,1,73,5.84,73,0,0.0,0,0.0,0,0.0,0.4561584907580952,3,4,0,0,4,4,5.384872573384667,balanced,10,16,4,medium,0.055
46,controller_only,Controller only,amber>mint>cobalt>depot,0,260,20.8,260,0,0.0,0,0.0,244,0.9384615384615385,0.401925422156025,22,0,0,0,1,4,19.449717816666077,balanced,10,16,4,medium,0.055
46,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,1,246,19.68,140,106,0.43089430894308944,31,0.22142857142857142,45,0.32142857142857145,1.2830260584654951,14,11,10,0,4,4,9.955981726182895,balanced,10,16,4,medium,0.055
46,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,126,10.08,87,39,0.30952380952380953,0,0.0,0,0.0,0.39525867001921106,8,4,4,0,4,4,8.568181209133648,balanced,10,16,4,medium,0.055
46,async_online,Asynchronous online,amber>mint>cobalt>depot,1,111,8.88,102,9,0.08108108108108109,5,0.049019607843137254,5,0.049019607843137254,0.38107465368688337,6,4,4,0,4,4,6.762119563198852,balanced,10,16,4,medium,0.055
46,oracle,Oracle planner/controller,amber>mint>cobalt>depot,1,108,8.64,108,0,0.0,0,0.0,0,0.0,0.3911045535489756,20,4,0,0,4,4,6.3094741973137545,balanced,10,16,4,medium,0.055
47,controller_only,Controller only,cobalt>amber>mint>depot,0,260,20.8,260,0,0.0,0,0.0,221,0.85,0.39460255596803734,33,0,0,0,2,4,18.8014827053292,balanced,10,16,4,medium,0.055
47,direct_blocking,Direct planner actions,cobalt>amber>mint>depot,0,260,20.8,150,110,0.4230769230769231,23,0.15333333333333332,37,0.24666666666666667,1.1925311113875599,31,11,11,0,3,4,14.30705955951512,balanced,10,16,4,medium,0.055
47,sync_instruction,Synchronous instructions,cobalt>amber>mint>depot,0,260,20.8,221,39,0.15,0,0.0,158,0.7149321266968326,0.2221705348165919,9,4,4,0,3,4,9.167572574809356,balanced,10,16,4,medium,0.055
47,async_online,Asynchronous online,cobalt>amber>mint>depot,0,260,20.8,251,9,0.03461538461538462,10,0.0398406374501992,174,0.6932270916334662,0.21861895205593407,16,4,4,0,3,4,7.7604740082660655,balanced,10,16,4,medium,0.055
47,oracle,Oracle planner/controller,cobalt>amber>mint>depot,1,85,6.8,85,0,0.0,0,0.0,0,0.0,0.4053727157243345,7,4,0,0,4,4,6.068810632285613,balanced,10,16,4,medium,0.055
48,controller_only,Controller only,mint>cobalt>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.40107727655957354,28,0,0,0,0,4,18.408713434721243,balanced,10,16,4,medium,0.055
48,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,150,110,0.4230769230769231,21,0.14,63,0.42,1.1749359887788653,25,11,11,0,3,4,14.981578245758989,balanced,10,16,4,medium,0.055
48,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,112,8.96,73,39,0.3482142857142857,0,0.0,0,0.0,0.44797462302847024,9,4,4,0,4,4,6.461325455222684,balanced,10,16,4,medium,0.055
48,async_online,Asynchronous online,mint>cobalt>amber>depot,1,96,7.68,87,9,0.09375,17,0.19540229885057472,17,0.19540229885057472,0.3625130010731012,0,4,4,0,4,4,5.810981256911008,balanced,10,16,4,medium,0.055
48,oracle,Oracle planner/controller,mint>cobalt>amber>depot,1,70,5.6000000000000005,70,0,0.0,0,0.0,0,0.0,0.4566314615018514,0,4,0,0,4,4,5.240412051215546,balanced,10,16,4,medium,0.055
49,controller_only,Controller only,amber>cobalt>depot,1,70,5.6000000000000005,70,0,0.0,0,0.0,1,0.014285714285714285,0.4077815163028715,8,0,0,0,3,3,4.5231116070052,balanced,10,16,4,medium,0.055
49,direct_blocking,Direct planner actions,amber>cobalt>depot,1,144,11.52,84,60,0.4166666666666667,28,0.3333333333333333,28,0.3333333333333333,1.168947123996519,14,6,6,0,3,3,6.498145561672646,balanced,10,16,4,medium,0.055
49,sync_instruction,Synchronous instructions,amber>cobalt>depot,1,91,7.28,62,29,0.31868131868131866,0,0.0,0,0.0,0.39379100332263695,4,3,3,0,3,3,5.710589590564702,balanced,10,16,4,medium,0.055
49,async_online,Asynchronous online,amber>cobalt>depot,1,79,6.32,70,9,0.11392405063291139,10,0.14285714285714285,10,0.14285714285714285,0.3274603274126891,0,3,3,0,3,3,5.068650902271049,balanced,10,16,4,medium,0.055
49,oracle,Oracle planner/controller,amber>cobalt>depot,1,72,5.76,72,0,0.0,0,0.0,0,0.0,0.397636421563069,11,3,0,0,3,3,4.409220029210905,balanced,10,16,4,medium,0.055
50,controller_only,Controller only,mint>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.346736825154196,79,0,0,0,0,3,14.634380342831736,balanced,10,16,4,medium,0.055
50,direct_blocking,Direct planner actions,mint>amber>depot,1,234,18.72,134,100,0.42735042735042733,28,0.208955223880597,42,0.31343283582089554,1.2500620166130834,39,10,10,0,3,3,10.371557313296883,balanced,10,16,4,medium,0.055
