trial,method,label,route,success,completion_steps,completion_time_s,active_steps,idle_steps,idle_fraction,stale_instruction_errors,stale_error_fraction,wrong_instruction_errors,wrong_instruction_fraction,control_smoothness,safety_violations,planner_calls,instruction_switches,instruction_parse_failures,stage_completions,route_stages,path_length,planner_profile,planner_latency,planner_cadence,transport_delay,controller_capacity,controller_noise,sweep
26,async_online,Asynchronous online,mint>cobalt>amber>depot,1,100,8.0,89,11,0.11,19,0.21348314606741572,19,0.21348314606741572,0.3639853857969538,0,4,4,0,4,4,5.913586604566593,balanced,12,16,4,medium,0.055,latency
27,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,140,120,0.46153846153846156,19,0.1357142857142857,47,0.3357142857142857,1.1986795204216958,49,10,10,0,2,4,12.121556773161757,balanced,12,16,4,medium,0.055,latency
27,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,142,11.36,95,47,0.33098591549295775,0,0.0,0,0.0,0.4351683405442896,20,4,4,0,4,4,8.647741866747952,balanced,12,16,4,medium,0.055,latency
27,async_online,Asynchronous online,amber>mint>cobalt>depot,1,115,9.200000000000001,104,11,0.09565217391304348,5,0.04807692307692308,5,0.04807692307692308,0.42476178888124017,9,4,4,0,4,4,6.980407444357074,balanced,12,16,4,medium,0.055,latency
28,direct_blocking,Direct planner actions,amber>cobalt>depot,0,260,20.8,140,120,0.46153846153846156,0,0.0,42,0.3,1.2228213623606567,64,10,10,0,2,3,10.248797517284803,balanced,12,16,4,medium,0.055,latency
28,sync_instruction,Synchronous instructions,amber>cobalt>depot,1,125,10.0,90,35,0.28,0,0.0,0,0.0,0.36118779089853836,33,3,3,0,3,3,5.750800891327359,balanced,12,16,4,medium,0.055,latency
28,async_online,Asynchronous online,amber>cobalt>depot,1,85,6.8,74,11,0.12941176470588237,0,0.0,0,0.0,0.3887472861785869,14,3,3,0,3,3,4.790413268225003,balanced,12,16,4,medium,0.055,latency
29,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,140,120,0.46153846153846156,12,0.08571428571428572,54,0.38571428571428573,1.239666557421399,35,10,10,0,3,4,9.789446384256543,balanced,12,16,4,medium,0.055,latency
29,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,120,9.6,73,47,0.39166666666666666,0,0.0,0,0.0,0.44578330355102674,22,4,4,0,4,4,6.769308307588012,balanced,12,16,4,medium,0.055,latency
29,async_online,Asynchronous online,mint>cobalt>amber>depot,1,101,8.08,90,11,0.10891089108910891,18,0.2,18,0.2,0.35280130665495835,8,4,4,0,4,4,6.053721222455014,balanced,12,16,4,medium,0.055,latency
30,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,140,120,0.46153846153846156,25,0.17857142857142858,39,0.2785714285714286,1.217384253908931,36,10,10,0,3,4,9.593451841357835,balanced,12,16,4,medium,0.055,latency
30,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,143,11.44,96,47,0.32867132867132864,0,0.0,0,0.0,0.3970674211253952,15,4,4,0,4,4,8.407629261585981,balanced,12,16,4,medium,0.055,latency
30,async_online,Asynchronous online,amber>mint>cobalt>depot,1,118,9.44,107,11,0.09322033898305085,16,0.14953271028037382,16,0.14953271028037382,0.3281128777173708,5,4,4,0,4,4,7.096180030203441,balanced,12,16,4,medium,0.055,latency
31,direct_blocking,Direct planner actions,mint>amber>depot,1,204,16.32,108,96,0.47058823529411764,7,0.06481481481481481,21,0.19444444444444445,1.19366429701788,13,8,8,0,3,3,10.814955271341395,balanced,12,16,4,medium,0.055,latency
31,sync_instruction,Synchronous instructions,mint>amber>depot,1,98,7.84,63,35,0.35714285714285715,0,0.0,0,0.0,0.4057866284977831,9,3,3,0,3,3,6.119326982978959,balanced,12,16,4,medium,0.055,latency
31,async_online,Asynchronous online,mint>amber>depot,1,79,6.32,68,11,0.13924050632911392,6,0.08823529411764706,6,0.08823529411764706,0.3359964409223033,0,3,3,0,3,3,5.117532397927396,balanced,12,16,4,medium,0.055,latency
0,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,92,168,0.6461538461538462,14,0.15217391304347827,31,0.33695652173913043,1.2221958521305096,45,7,7,0,3,4,8.948436976798645,balanced,24,16,4,medium,0.055,latency
0,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,0,260,20.8,213,47,0.18076923076923077,0,0.0,198,0.9295774647887324,0.14576139599465046,6,2,2,0,1,4,2.0268611333316975,balanced,24,16,4,medium,0.055,latency
0,async_online,Asynchronous online,mint>cobalt>amber>depot,0,260,20.8,237,23,0.08846153846153847,13,0.05485232067510549,222,0.9367088607594937,0.13283382138736125,0,3,2,0,1,4,1.466570288609077,balanced,24,16,4,medium,0.055,latency
1,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,92,168,0.6461538461538462,14,0.15217391304347827,42,0.45652173913043476,1.264996113827333,66,7,7,0,1,4,10.197305428798378,balanced,24,16,4,medium,0.055,latency
1,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,166,13.280000000000001,71,95,0.572289156626506,0,0.0,0,0.0,0.4600820917108184,31,4,4,0,4,4,6.59945347854056,balanced,24,16,4,medium,0.055,latency
1,async_online,Asynchronous online,mint>cobalt>amber>depot,1,131,10.48,108,23,0.17557251908396945,38,0.35185185185185186,38,0.35185185185185186,0.31915976111382993,5,4,4,0,4,4,6.040497560979513,balanced,24,16,4,medium,0.055,latency
2,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,92,168,0.6461538461538462,0,0.0,42,0.45652173913043476,1.1340144318885594,63,7,7,0,0,4,13.350613048606158,balanced,24,16,4,medium,0.055,latency
2,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,200,16.0,105,95,0.475,0,0.0,0,0.0,0.4162013679330608,31,4,4,0,4,4,8.822544024016098,balanced,24,16,4,medium,0.055,latency
2,async_online,Asynchronous online,amber>mint>cobalt>depot,1,153,12.24,130,23,0.1503267973856209,37,0.2846153846153846,37,0.2846153846153846,0.34674928511502445,7,4,4,0,4,4,7.517095821745189,balanced,24,16,4,medium,0.055,latency
3,direct_blocking,Direct planner actions,mint>amber>depot,0,260,20.8,92,168,0.6461538461538462,17,0.18478260869565216,31,0.33695652173913043,1.2620255714183308,27,7,7,0,2,3,7.886075704148053,balanced,24,16,4,medium,0.055,latency
3,sync_instruction,Synchronous instructions,mint>amber>depot,1,152,12.16,81,71,0.46710526315789475,0,0.0,0,0.0,0.35786294640683564,28,3,3,0,3,3,5.982981813282175,balanced,24,16,4,medium,0.055,latency
3,async_online,Asynchronous online,mint>amber>depot,1,128,10.24,105,23,0.1796875,12,0.11428571428571428,12,0.11428571428571428,0.28689675197676534,35,3,3,0,3,3,4.786130624803295,balanced,24,16,4,medium,0.055,latency
4,direct_blocking,Direct planner actions,cobalt>mint>depot,0,260,20.8,92,168,0.6461538461538462,4,0.043478260869565216,26,0.2826086956521739,1.1863701915172964,42,7,7,0,2,3,8.039424894627333,balanced,24,16,4,medium,0.055,latency
4,sync_instruction,Synchronous instructions,cobalt>mint>depot,1,132,10.56,61,71,0.5378787878787878,0,0.0,0,0.0,0.45774670521527294,15,3,3,0,3,3,5.067735376206981,balanced,24,16,4,medium,0.055,latency
4,async_online,Asynchronous online,cobalt>mint>depot,1,109,8.72,86,23,0.21100917431192662,26,0.3023255813953488,26,0.3023255813953488,0.34692939193365485,5,3,3,0,3,3,4.475232144909893,balanced,24,16,4,medium,0.055,latency
5,direct_blocking,Direct planner actions,amber>cobalt>depot,0,260,20.8,92,168,0.6461538461538462,20,0.21739130434782608,34,0.3695652173913043,1.2297280996768412,50,7,7,0,2,3,7.647050992000622,balanced,24,16,4,medium,0.055,latency
5,sync_instruction,Synchronous instructions,amber>cobalt>depot,1,141,11.28,70,71,0.5035460992907801,0,0.0,0,0.0,0.40923381696754685,31,3,3,0,3,3,5.646534261161673,balanced,24,16,4,medium,0.055,latency
5,async_online,Asynchronous online,amber>cobalt>depot,1,126,10.08,103,23,0.18253968253968253,25,0.24271844660194175,25,0.24271844660194175,0.3091767909652039,22,3,3,0,3,3,5.1124352227732714,balanced,24,16,4,medium,0.055,latency
6,direct_blocking,Direct planner actions,cobalt>amber>mint>depot,0,260,20.8,92,168,0.6461538461538462,19,0.20652173913043478,55,0.5978260869565217,1.2054093140879778,21,7,7,0,2,4,7.646637358291923,balanced,24,16,4,medium,0.055,latency
6,sync_instruction,Synchronous instructions,cobalt>amber>mint>depot,0,260,20.8,213,47,0.18076923076923077,0,0.0,198,0.9295774647887324,0.1388099457665127,4,2,2,0,1,4,1.8990565596659383,balanced,24,16,4,medium,0.055,latency
6,async_online,Asynchronous online,cobalt>amber>mint>depot,0,260,20.8,237,23,0.08846153846153847,13,0.05485232067510549,222,0.9367088607594937,0.13187065987705476,0,3,2,0,1,4,1.513957341936138,balanced,24,16,4,medium,0.055,latency
7,direct_blocking,Direct planner actions,amber>cobalt>depot,0,260,20.8,92,168,0.6461538461538462,28,0.30434782608695654,42,0.45652173913043476,1.1933414620607632,44,7,7,0,2,3,7.486548049790075,balanced,24,16,4,medium,0.055,latency
7,sync_instruction,Synchronous instructions,amber>cobalt>depot,1,168,13.44,97,71,0.4226190476190476,0,0.0,0,0.0,0.3235235482035338,65,3,3,0,3,3,5.8421914096469605,balanced,24,16,4,medium,0.055,latency
7,async_online,Asynchronous online,amber>cobalt>depot,1,122,9.76,99,23,0.1885245901639344,8,0.08080808080808081,8,0.08080808080808081,0.26970148309184494,42,3,3,0,3,3,5.035547029716274,balanced,24,16,4,medium,0.055,latency
8,direct_blocking,Direct planner actions,cobalt>amber>mint>depot,0,260,20.8,92,168,0.6461538461538462,20,0.21739130434782608,34,0.3695652173913043,1.2292910903940608,45,7,7,0,2,4,6.459216388165202,balanced,24,16,4,medium,0.055,latency
8,sync_instruction,Synchronous instructions,cobalt>amber>mint>depot,1,186,14.88,91,95,0.510752688172043,0,0.0,0,0.0,0.41201749021099476,31,4,4,0,4,4,8.219534517585693,balanced,24,16,4,medium,0.055,latency
8,async_online,Asynchronous online,cobalt>amber>mint>depot,1,139,11.120000000000001,116,23,0.16546762589928057,24,0.20689655172413793,24,0.20689655172413793,0.3568679500089097,12,4,4,0,4,4,7.141269383845992,balanced,24,16,4,medium,0.055,latency
9,direct_blocking,Direct planner actions,mint>amber>depot,1,225,18.0,81,144,0.64,15,0.18518518518518517,15,0.18518518518518517,1.2368275283424737,45,6,6,0,3,3,6.575397080653009,balanced,24,16,4,medium,0.055,latency
9,sync_instruction,Synchronous instructions,mint>amber>depot,1,162,12.96,91,71,0.4382716049382716,0,0.0,0,0.0,0.3624459378476895,49,3,3,0,3,3,5.7216546131346195,balanced,24,16,4,medium,0.055,latency
9,async_online,Asynchronous online,mint>amber>depot,1,102,8.16,79,23,0.22549019607843138,19,0.24050632911392406,19,0.24050632911392406,0.30270303855841885,9,3,3,0,3,3,5.126915324010483,balanced,24,16,4,medium,0.055,latency
10,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,92,168,0.6461538461538462,14,0.15217391304347827,64,0.6956521739130435,1.213391232698094,22,7,7,0,1,4,5.415762641209942,balanced,24,16,4,medium,0.055,latency
10,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,194,15.52,99,95,0.4896907216494845,0,0.0,0,0.0,0.3847669208137843,59,4,4,0,4,4,8.552891215234185,balanced,24,16,4,medium,0.055,latency
10,async_online,Asynchronous online,amber>mint>cobalt>depot,1,176,14.08,153,23,0.13068181818181818,33,0.21568627450980393,33,0.21568627450980393,0.28121241494737875,37,4,4,0,4,4,7.568433500292082,balanced,24,16,4,medium,0.055,latency
11,direct_blocking,Direct planner actions,cobalt>amber>mint>depot,0,260,20.8,92,168,0.6461538461538462,20,0.21739130434782608,34,0.3695652173913043,1.2780264869763978,68,7,7,0,2,4,6.5877117003927035,balanced,24,16,4,medium,0.055,latency
11,sync_instruction,Synchronous instructions,cobalt>amber>mint>depot,1,187,14.96,92,95,0.5080213903743316,0,0.0,0,0.0,0.42173921872104947,43,4,4,0,4,4,7.885041386864079,balanced,24,16,4,medium,0.055,latency
11,async_online,Asynchronous online,cobalt>amber>mint>depot,1,136,10.88,113,23,0.16911764705882354,24,0.21238938053097345,24,0.21238938053097345,0.3372063831819171,22,4,4,0,4,4,6.66513870678198,balanced,24,16,4,medium,0.055,latency
12,direct_blocking,Direct planner actions,amber>cobalt>depot,0,260,20.8,92,168,0.6461538461538462,9,0.09782608695652174,23,0.25,1.245479475418055,27,7,7,0,2,3,7.439844160275743,balanced,24,16,4,medium,0.055,latency
12,sync_instruction,Synchronous instructions,amber>cobalt>depot,0,260,20.8,237,23,0.08846153846153847,0,0.0,237,1.0,0.12393089417518403,7,1,1,0,0,3,1.6648855262091005,balanced,24,16,4,medium,0.055,latency
12,async_online,Asynchronous online,amber>cobalt>depot,0,260,20.8,237,23,0.08846153846153847,0,0.0,237,1.0,0.12393089417518403,7,2,1,0,0,3,1.6648855262091005,balanced,24,16,4,medium,0.055,latency
13,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,92,168,0.6461538461538462,0,0.0,56,0.6086956521739131,1.2629004359709077,17,7,7,0,1,4,7.844695098308375,balanced,24,16,4,medium,0.055,latency
13,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,164,13.120000000000001,69,95,0.5792682926829268,0,0.0,0,0.0,0.48184595897818217,18,4,4,0,4,4,6.494662569960945,balanced,24,16,4,medium,0.055,latency
13,async_online,Asynchronous online,mint>cobalt>amber>depot,1,131,10.48,108,23,0.17557251908396945,39,0.3611111111111111,39,0.3611111111111111,0.3291367653348566,2,4,4,0,4,4,6.044207055799306,balanced,24,16,4,medium,0.055,latency
14,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,92,168,0.6461538461538462,16,0.17391304347826086,38,0.41304347826086957,1.279489791744779,49,7,7,0,2,4,7.6844079383363235,balanced,24,16,4,medium,0.055,latency
14,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,182,14.56,87,95,0.521978021978022,0,0.0,0,0.0,0.39197881823128733,34,4,4,0,4,4,6.841752670943058,balanced,24,16,4,medium,0.055,latency
14,async_online,Asynchronous online,mint>cobalt>amber>depot,1,134,10.72,111,23,0.17164179104477612,25,0.22522522522522523,25,0.22522522522522523,0.3063674057057206,16,4,4,0,4,4,5.824499292377946,balanced,24,16,4,medium,0.055,latency
15,direct_blocking,Direct planner actions,mint>amber>depot,0,260,20.8,92,168,0.6461538461538462,20,0.21739130434782608,28,0.30434782608695654,1.2083434801203883,50,7,7,0,2,3,9.770434430361428,balanced,24,16,4,medium,0.055,latency
15,sync_instruction,Synchronous instructions,mint>amber>depot,1,138,11.040000000000001,67,71,0.5144927536231884,0,0.0,0,0.0,0.4195228073003328,24,3,3,0,3,3,6.123936518942808,balanced,24,16,4,medium,0.055,latency
15,async_online,Asynchronous online,mint>amber>depot,1,102,8.16,79,23,0.22549019607843138,19,0.24050632911392406,19,0.24050632911392406,0.31582160175981,0,3,3,0,3,3,5.289105507386193,balanced,24,16,4,medium,0.055,latency
16,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,92,168,0.6461538461538462,5,0.05434782608695652,19,0.20652173913043478,1.2097450027480632,51,7,7,0,2,4,7.110871301141361,balanced,24,16,4,medium,0.055,latency
16,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,217,17.36,122,95,0.4377880184331797,0,0.0,0,0.0,0.38311420437199883,67,4,4,0,4,4,8.743842932924489,balanced,24,16,4,medium,0.055,latency
16,async_online,Asynchronous online,amber>mint>cobalt>depot,1,150,12.0,127,23,0.15333333333333332,29,0.2283464566929134,29,0.2283464566929134,0.33406457912096055,20,4,4,0,4,4,7.239994345032757,balanced,24,16,4,medium,0.055,latency
17,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,92,168,0.6461538461538462,18,0.1956521739130435,40,0.43478260869565216,1.161854634332065,39,7,7,0,2,4,8.007872041311312,balanced,24,16,4,medium,0.055,latency
17,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,195,15.6,100,95,0.48717948717948717,0,0.0,0,0.0,0.37912057368264895,44,4,4,0,4,4,8.374427848813662,balanced,24,16,4,medium,0.055,latency
17,async_online,Asynchronous online,amber>mint>cobalt>depot,1,151,12.08,128,23,0.152317880794702,37,0.2890625,37,0.2890625,0.3132905856749295,13,4,4,0,4,4,7.395792016055508,balanced,24,16,4,medium,0.055,latency
18,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,92,168,0.6461538461538462,23,0.25,31,0.33695652173913043,1.2169318094366017,38,7,7,0,3,4,6.812063313963956,balanced,24,16,4,medium,0.055,latency
18,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,166,13.280000000000001,71,95,0.572289156626506,0,0.0,0,0.0,0.45687734399919977,17,4,4,0,4,4,6.566174159946866,balanced,24,16,4,medium,0.055,latency
18,async_online,Asynchronous online,mint>cobalt>amber>depot,1,131,10.48,108,23,0.17557251908396945,37,0.3425925925925926,37,0.3425925925925926,0.3151653727370277,0,4,4,0,4,4,6.143309074349535,balanced,24,16,4,medium,0.055,latency
19,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,92,168,0.6461538461538462,1,0.010869565217391304,29,0.31521739130434784,1.1560402624138777,72,7,7,0,1,4,9.72919155313461,balanced,24,16,4,medium,0.055,latency
19,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,215,17.2,120,95,0.4418604651162791,0,0.0,0,0.0,0.3888614665072852,43,4,4,0,4,4,8.875460730186122,balanced,24,16,4,medium,0.055,latency
19,async_online,Asynchronous online,amber>mint>cobalt>depot,1,150,12.0,127,23,0.15333333333333332,30,0.23622047244094488,30,0.23622047244094488,0.351720665170008,12,4,4,0,4,4,7.264614061524532,balanced,24,16,4,medium,0.055,latency
20,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,92,168,0.6461538461538462,17,0.18478260869565216,25,0.2717391304347826,1.223825874806001,75,7,7,0,2,4,7.0662902938274,balanced,24,16,4,medium,0.055,latency
20,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,168,13.44,73,95,0.5654761904761905,0,0.0,0,0.0,0.47328968479705963,24,4,4,0,4,4,6.833637241638945,balanced,24,16,4,medium,0.055,latency
20,async_online,Asynchronous online,mint>cobalt>amber>depot,1,131,10.48,108,23,0.17557251908396945,36,0.3333333333333333,36,0.3333333333333333,0.3379881913640139,11,4,4,0,4,4,6.367487952978004,balanced,24,16,4,medium,0.055,latency
21,direct_blocking,Direct planner actions,amber>cobalt>depot,0,260,20.8,92,168,0.6461538461538462,0,0.0,14,0.15217391304347827,1.1953074658784277,56,7,7,0,2,3,8.079032712370251,balanced,24,16,4,medium,0.055,latency
21,sync_instruction,Synchronous instructions,amber>cobalt>depot,1,134,10.72,63,71,0.5298507462686567,0,0.0,0,0.0,0.4327896946534372,35,3,3,0,3,3,5.670957426028672,balanced,24,16,4,medium,0.055,latency
21,async_online,Asynchronous online,amber>cobalt>depot,1,105,8.4,82,23,0.21904761904761905,25,0.3048780487804878,25,0.3048780487804878,0.2947487302803564,0,3,3,0,3,3,5.108519384447644,balanced,24,16,4,medium,0.055,latency
22,direct_blocking,Direct planner actions,mint>amber>depot,0,260,20.8,92,168,0.6461538461538462,6,0.06521739130434782,34,0.3695652173913043,1.2860479573294137,44,7,7,0,1,3,6.583681437757192,balanced,24,16,4,medium,0.055,latency
22,sync_instruction,Synchronous instructions,mint>amber>depot,1,138,11.040000000000001,67,71,0.5144927536231884,0,0.0,0,0.0,0.4378410277264889,23,3,3,0,3,3,5.987113872502125,balanced,24,16,4,medium,0.055,latency
22,async_online,Asynchronous online,mint>amber>depot,1,101,8.08,78,23,0.22772277227722773,19,0.24358974358974358,19,0.24358974358974358,0.316518550886281,0,3,3,0,3,3,5.236512246140838,balanced,24,16,4,medium,0.055,latency
23,direct_blocking,Direct planner actions,cobalt>mint>depot,1,260,20.8,92,168,0.6461538461538462,18,0.1956521739130435,18,0.1956521739130435,1.2784718920613398,46,7,7,0,3,3,6.777074398729872,balanced,24,16,4,medium,0.055,latency
23,sync_instruction,Synchronous instructions,cobalt>mint>depot,1,132,10.56,61,71,0.5378787878787878,0,0.0,0,0.0,0.4543395802151198,13,3,3,0,3,3,5.220154757434789,balanced,24,16,4,medium,0.055,latency
23,async_online,Asynchronous online,cobalt>mint>depot,1,109,8.72,86,23,0.21100917431192662,26,0.3023255813953488,26,0.3023255813953488,0.34187451110104855,4,3,3,0,3,3,4.596659477381288,balanced,24,16,4,medium,0.055,latency
24,direct_blocking,Direct planner actions,cobalt>mint>depot,1,229,18.32,84,145,0.6331877729257642,18,0.21428571428571427,18,0.21428571428571427,1.3080155542252843,40,7,6,0,3,3,5.945713091162954,balanced,24,16,4,medium,0.055,latency
24,sync_instruction,Synchronous instructions,cobalt>mint>depot,1,124,9.92,53,71,0.5725806451612904,0,0.0,0,0.0,0.4417627495630783,31,3,3,0,3,3,4.7561101105575,balanced,24,16,4,medium,0.055,latency
24,async_online,Asynchronous online,cobalt>mint>depot,1,101,8.08,78,23,0.22772277227722773,26,0.3333333333333333,26,0.3333333333333333,0.32675623198603937,12,3,3,0,3,3,4.246724832719149,balanced,24,16,4,medium,0.055,latency
25,direct_blocking,Direct planner actions,cobalt>mint>depot,1,223,17.84,79,144,0.6457399103139013,28,0.35443037974683544,28,0.35443037974683544,1.2947281292975945,19,6,6,0,3,3,6.455174555472702,balanced,24,16,4,medium,0.055,latency
25,sync_instruction,Synchronous instructions,cobalt>mint>depot,1,124,9.92,53,71,0.5725806451612904,0,0.0,0,0.0,0.4854650084821771,25,3,3,0,3,3,5.095586712811588,balanced,24,16,4,medium,0.055,latency
25,async_online,Asynchronous online,cobalt>mint>depot,1,101,8.08,78,23,0.22772277227722773,26,0.3333333333333333,26,0.3333333333333333,0.34119321710767697,3,3,3,0,3,3,4.550439364161676,balanced,24,16,4,medium,0.055,latency
26,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,92,168,0.6461538461538462,3,0.03260869565217391,17,0.18478260869565216,1.2255560449620437,51,7,7,0,3,4,10.350359116835888,balanced,24,16,4,medium,0.055,latency
26,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,165,13.200000000000001,70,95,0.5757575757575758,0,0.0,0,0.0,0.48006716049107234,22,4,4,0,4,4,6.585686661737033,balanced,24,16,4,medium,0.055,latency
26,async_online,Asynchronous online,mint>cobalt>amber>depot,1,131,10.48,108,23,0.17557251908396945,38,0.35185185185185186,38,0.35185185185185186,0.3342181280382873,0,4,4,0,4,4,6.048865796844802,balanced,24,16,4,medium,0.055,latency
27,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,92,168,0.6461538461538462,11,0.11956521739130435,11,0.11956521739130435,1.2138258099403727,27,7,7,0,3,4,7.92892199025912,balanced,24,16,4,medium,0.055,latency
27,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,201,16.080000000000002,106,95,0.472636815920398,0,0.0,0,0.0,0.405921200949538,54,4,4,0,4,4,8.572997351094607,balanced,24,16,4,medium,0.055,latency
27,async_online,Asynchronous online,amber>mint>cobalt>depot,1,158,12.64,135,23,0.14556962025316456,36,0.26666666666666666,36,0.26666666666666666,0.3100532183522285,10,4,4,0,4,4,7.657757479981364,balanced,24,16,4,medium,0.055,latency
28,direct_blocking,Direct planner actions,amber>cobalt>depot,0,260,20.8,92,168,0.6461538461538462,0,0.0,28,0.30434782608695654,1.1929930743373385,45,7,7,0,1,3,10.76953760774625,balanced,24,16,4,medium,0.055,latency
28,sync_instruction,Synchronous instructions,amber>cobalt>depot,1,142,11.36,71,71,0.5,0,0.0,0,0.0,0.402115892521374,28,3,3,0,3,3,5.9365462698705995,balanced,24,16,4,medium,0.055,latency
28,async_online,Asynchronous online,amber>cobalt>depot,1,130,10.4,107,23,0.17692307692307693,24,0.22429906542056074,24,0.22429906542056074,0.32153346181446035,24,3,3,0,3,3,5.143382713108907,balanced,24,16,4,medium,0.055,latency
29,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,92,168,0.6461538461538462,28,0.30434782608695654,42,0.45652173913043476,1.2409220874787343,38,7,7,0,2,4,8.275707657039359,balanced,24,16,4,medium,0.055,latency
29,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,168,13.44,73,95,0.5654761904761905,0,0.0,0,0.0,0.4642030307227821,24,4,4,0,4,4,6.831721706650856,balanced,24,16,4,medium,0.055,latency
29,async_online,Asynchronous online,mint>cobalt>amber>depot,1,131,10.48,108,23,0.17557251908396945,37,0.3425925925925926,37,0.3425925925925926,0.320307874661314,8,4,4,0,4,4,6.196611767174895,balanced,24,16,4,medium,0.055,latency
30,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,92,168,0.6461538461538462,2,0.021739130434782608,16,0.17391304347826086,1.2021664502471,70,7,7,0,1,4,6.5384001547196355,balanced,24,16,4,medium,0.055,latency
30,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,188,15.040000000000001,93,95,0.5053191489361702,0,0.0,0,0.0,0.385811021599429,35,4,4,0,4,4,8.428702452440957,balanced,24,16,4,medium,0.055,latency
30,async_online,Asynchronous online,amber>mint>cobalt>depot,1,144,11.52,121,23,0.1597222222222222,33,0.2727272727272727,33,0.2727272727272727,0.30036382388781585,6,4,4,0,4,4,7.295666451083205,balanced,24,16,4,medium,0.055,latency
31,direct_blocking,Direct planner actions,mint>amber>depot,0,260,20.8,92,168,0.6461538461538462,20,0.21739130434782608,34,0.3695652173913043,1.245573852923639,28,7,7,0,2,3,8.087462158550315,balanced,24,16,4,medium,0.055,latency
31,sync_instruction,Synchronous instructions,mint>amber>depot,1,133,10.64,62,71,0.5338345864661654,0,0.0,0,0.0,0.40374480110553895,11,3,3,0,3,3,6.030060186349312,balanced,24,16,4,medium,0.055,latency
31,async_online,Asynchronous online,mint>amber>depot,1,105,8.4,82,23,0.21904761904761905,12,0.14634146341463414,12,0.14634146341463414,0.35129408023621433,9,3,3,0,3,3,4.89417444850704,balanced,24,16,4,medium,0.055,latency
0,async_online,Asynchronous online,mint>cobalt>amber>depot,0,260,20.8,251,9,0.03461538461538462,0,0.0,236,0.9402390438247012,0.12952713684732134,0,3,2,0,1,4,1.420299389308866,balanced,10,4,4,medium,0.055,cadence
1,async_online,Asynchronous online,mint>cobalt>amber>depot,1,80,6.4,71,9,0.1125,0,0.0,0,0.0,0.43064796807540895,5,4,4,0,4,4,5.453587284350282,balanced,10,4,4,medium,0.055,cadence
2,async_online,Asynchronous online,amber>mint>cobalt>depot,1,103,8.24,94,9,0.08737864077669903,0,0.0,0,0.0,0.37647986421818513,5,4,4,0,4,4,6.615980839624925,balanced,10,4,4,medium,0.055,cadence
3,async_online,Asynchronous online,mint>amber>depot,1,71,5.68,62,9,0.1267605633802817,0,0.0,0,0.0,0.35127275215118814,0,3,3,0,3,3,4.727842487762468,balanced,10,4,4,medium,0.055,cadence
4,async_online,Asynchronous online,cobalt>mint>depot,1,67,5.36,58,9,0.13432835820895522,0,0.0,0,0.0,0.43438142207893243,3,3,3,0,3,3,3.9748570485886927,balanced,10,4,4,medium,0.055,cadence
5,async_online,Asynchronous online,amber>cobalt>depot,1,77,6.16,68,9,0.11688311688311688,0,0.0,0,0.0,0.3818692090066829,10,3,3,0,3,3,4.666754219659431,balanced,10,4,4,medium,0.055,cadence
