trial,split,severity,support_tasks,method,success,first_attempt_success,solve_attempt,best_completed_phases,attempt1_completed_phases,attempt1_phase_error,final_attempt_phase_error,retry_gain,updates,solved_by_attempt_1,solved_by_attempt_2,solved_by_attempt_3,solved_by_attempt_4
59,robust,1.45,4,transition_retrieval,0,0,5,1,0,0.08802154650791429,0.039728285374674786,0,0,0,0,0,0
59,robust,1.45,4,phase_dual_memory,1,0,3,3,0,0.09368055947205994,0.03760469037893089,1,0,0,0,1,1
59,robust,1.45,4,online_finetune,0,0,5,0,0,0.11740161947747058,0.07730336950168087,0,5,0,0,0,0
60,near,0.9,4,raw_history,1,1,1,3,3,0.02902421614491886,0.02902421614491886,0,0,1,1,1,1
60,near,0.9,4,transition_retrieval,1,1,1,3,3,0.005371528946283219,0.005371528946283219,0,0,1,1,1,1
60,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.013055226611889606,0.013055226611889606,0,0,1,1,1,1
60,near,0.9,4,online_finetune,0,0,5,0,0,0.14328995262471755,0.07594909569439307,0,5,0,0,0,0
61,matched,1.0,4,raw_history,1,1,1,3,3,0.042252556696295775,0.042252556696295775,0,0,1,1,1,1
61,matched,1.0,4,transition_retrieval,1,0,4,3,2,0.04170504579550993,0.04112528235365582,1,0,0,0,0,1
61,matched,1.0,4,phase_dual_memory,1,0,2,3,2,0.03777766944783446,0.02239515678628816,1,0,0,1,1,1
61,matched,1.0,4,online_finetune,1,0,2,3,2,0.031095892628258338,0.03513599628721544,1,2,0,1,1,1
62,shifted,1.2,4,raw_history,0,0,5,2,2,0.05150828147379411,0.06009326203927219,0,0,0,0,0,0
62,shifted,1.2,4,transition_retrieval,0,0,5,2,2,0.04431939050128767,0.027618827857312622,0,0,0,0,0,0
62,shifted,1.2,4,phase_dual_memory,1,0,2,3,2,0.04154366787563385,0.021997755998218415,1,0,0,1,1,1
62,shifted,1.2,4,online_finetune,1,1,1,3,3,0.03633536236286433,0.03633536236286433,0,1,1,1,1,1
63,robust,1.45,4,raw_history,0,0,5,0,0,0.10175511329861725,0.07525104012021272,0,0,0,0,0,0
63,robust,1.45,4,transition_retrieval,1,0,3,3,0,0.07342941023154528,0.023113129968773637,1,0,0,0,1,1
63,robust,1.45,4,phase_dual_memory,1,0,4,3,0,0.05487255483074478,0.037941688154907206,1,0,0,0,0,1
63,robust,1.45,4,online_finetune,0,0,5,1,1,0.08264224285976372,0.04855779214760532,0,5,0,0,0,0
64,near,0.9,4,raw_history,0,0,5,0,0,0.10057567389926227,0.07632143876859798,0,0,0,0,0,0
64,near,0.9,4,transition_retrieval,1,0,3,3,0,0.08577353522282764,0.0294564380067447,1,0,0,0,1,1
64,near,0.9,4,phase_dual_memory,1,0,3,3,0,0.0666847739995038,0.030966031660635315,1,0,0,0,1,1
64,near,0.9,4,online_finetune,1,0,4,3,0,0.07797866004920193,0.04480324978005982,1,4,0,0,0,1
65,matched,1.0,4,raw_history,0,0,5,0,0,0.10189262295244375,0.07246106107149522,0,0,0,0,0,0
65,matched,1.0,4,transition_retrieval,1,0,3,3,0,0.09433896206607803,0.035415447738710526,1,0,0,0,1,1
65,matched,1.0,4,phase_dual_memory,1,0,3,3,0,0.08542917945064851,0.025622408909988393,1,0,0,0,1,1
65,matched,1.0,4,online_finetune,0,0,5,1,0,0.10619237894538394,0.06155014510301119,0,5,0,0,0,0
66,shifted,1.2,4,raw_history,1,1,1,3,3,0.008608292541819731,0.008608292541819731,0,0,1,1,1,1
66,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.0038922486282062844,0.0038922486282062844,0,0,1,1,1,1
66,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.015020572740276865,0.015020572740276865,0,0,1,1,1,1
66,shifted,1.2,4,online_finetune,1,1,1,3,3,0.011523007074974882,0.011523007074974882,0,1,1,1,1,1
67,robust,1.45,4,raw_history,0,0,5,1,1,0.07276109719681233,0.07058855289338184,0,0,0,0,0,0
67,robust,1.45,4,transition_retrieval,1,0,4,3,1,0.060325145705086416,0.030096810140774175,1,0,0,0,0,1
67,robust,1.45,4,phase_dual_memory,1,0,2,3,1,0.045070705664764635,0.03371623077644275,1,0,0,1,1,1
67,robust,1.45,4,online_finetune,1,1,1,3,3,0.03429099078345534,0.03429099078345534,0,1,1,1,1,1
68,near,0.9,4,raw_history,1,1,1,3,3,0.01117213355793308,0.01117213355793308,0,0,1,1,1,1
68,near,0.9,4,transition_retrieval,1,1,1,3,3,0.011489721362608582,0.011489721362608582,0,0,1,1,1,1
68,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.014023276103919216,0.014023276103919216,0,0,1,1,1,1
68,near,0.9,4,online_finetune,1,1,1,3,3,0.04637121579393164,0.04637121579393164,0,1,1,1,1,1
69,matched,1.0,4,raw_history,1,0,2,3,0,0.07117337822072328,0.04288482182986691,1,0,0,1,1,1
69,matched,1.0,4,transition_retrieval,1,0,2,3,0,0.0632246783367069,0.04382021338124623,1,0,0,1,1,1
69,matched,1.0,4,phase_dual_memory,1,0,2,3,1,0.06353977277766773,0.029613749252566435,1,0,0,1,1,1
69,matched,1.0,4,online_finetune,0,0,5,1,0,0.0940432980100443,0.0676571909336905,0,5,0,0,0,0
70,shifted,1.2,4,raw_history,0,0,5,1,1,0.07937294873558824,0.06052380188558888,0,0,0,0,0,0
70,shifted,1.2,4,transition_retrieval,0,0,5,2,1,0.040993336722856794,0.02270892537831373,0,0,0,0,0,0
70,shifted,1.2,4,phase_dual_memory,1,0,2,3,2,0.05438723996415202,0.02430014033133483,1,0,0,1,1,1
70,shifted,1.2,4,online_finetune,0,0,5,2,1,0.052966778018086705,0.031501887305852044,0,5,0,0,0,0
71,robust,1.45,4,raw_history,1,1,1,3,3,0.03186011544131975,0.03186011544131975,0,0,1,1,1,1
71,robust,1.45,4,transition_retrieval,1,0,3,3,2,0.03782561641396323,0.019556300883787552,1,0,0,0,1,1
71,robust,1.45,4,phase_dual_memory,1,0,2,3,2,0.032676347521251765,0.01976593861827051,1,0,0,1,1,1
71,robust,1.45,4,online_finetune,1,1,1,3,3,0.025804306898052576,0.025804306898052576,0,1,1,1,1,1
72,near,0.9,4,raw_history,1,1,1,3,3,0.020178540306604747,0.020178540306604747,0,0,1,1,1,1
72,near,0.9,4,transition_retrieval,1,1,1,3,3,0.024107362066713756,0.024107362066713756,0,0,1,1,1,1
72,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.020420300968466285,0.020420300968466285,0,0,1,1,1,1
72,near,0.9,4,online_finetune,1,1,1,3,3,0.022231527795216807,0.022231527795216807,0,1,1,1,1,1
73,matched,1.0,4,raw_history,1,1,1,3,3,0.024789003356009153,0.024789003356009153,0,0,1,1,1,1
73,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.01852867490426524,0.01852867490426524,0,0,1,1,1,1
73,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.019707460299057882,0.019707460299057882,0,0,1,1,1,1
73,matched,1.0,4,online_finetune,1,1,1,3,3,0.01744682461568238,0.01744682461568238,0,1,1,1,1,1
74,shifted,1.2,4,raw_history,0,0,5,1,0,0.06678223730534764,0.054123181601581985,0,0,0,0,0,0
74,shifted,1.2,4,transition_retrieval,1,0,2,3,1,0.06078600792071666,0.03911388292803104,1,0,0,1,1,1
74,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.05336427020274451,0.05336427020274451,0,0,1,1,1,1
74,shifted,1.2,4,online_finetune,0,0,5,0,0,0.08746552942392578,0.06398161489186642,0,5,0,0,0,0
75,robust,1.45,4,raw_history,0,0,5,2,1,0.04162838696331239,0.06793988733500529,0,0,0,0,0,0
75,robust,1.45,4,transition_retrieval,0,0,5,2,0,0.05572225053728211,0.05267070430881827,0,0,0,0,0,0
75,robust,1.45,4,phase_dual_memory,1,0,2,3,2,0.057716349823202305,0.02758436767997556,1,0,0,1,1,1
75,robust,1.45,4,online_finetune,0,0,5,2,1,0.044323167688496624,0.0528518284396757,0,5,0,0,0,0
76,near,0.9,4,raw_history,1,0,2,3,0,0.06785492498200064,0.05483263566719671,1,0,0,1,1,1
76,near,0.9,4,transition_retrieval,1,1,1,3,3,0.03175085913453119,0.03175085913453119,0,0,1,1,1,1
76,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.023503195312329115,0.023503195312329115,0,0,1,1,1,1
76,near,0.9,4,online_finetune,1,0,2,3,2,0.043627670458531755,0.02727554775853994,1,2,0,1,1,1
77,matched,1.0,4,raw_history,0,0,5,1,1,0.06958294221523476,0.06081753931524378,0,0,0,0,0,0
77,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.040547064461959686,0.040547064461959686,0,0,1,1,1,1
77,matched,1.0,4,phase_dual_memory,1,0,2,3,1,0.05720353172487137,0.029663374655102857,1,0,0,1,1,1
77,matched,1.0,4,online_finetune,1,1,1,3,3,0.019597373147321493,0.019597373147321493,0,1,1,1,1,1
78,shifted,1.2,4,raw_history,1,0,4,3,0,0.05880573272897523,0.031037757822215475,1,0,0,0,0,1
78,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.02229079187484978,0.02229079187484978,0,0,1,1,1,1
78,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.011148540810041968,0.011148540810041968,0,0,1,1,1,1
78,shifted,1.2,4,online_finetune,1,1,1,3,3,0.0141859563500958,0.0141859563500958,0,1,1,1,1,1
79,robust,1.45,4,raw_history,0,0,5,2,2,0.04626594412122028,0.05532140822742326,0,0,0,0,0,0
79,robust,1.45,4,transition_retrieval,1,0,2,3,0,0.05897735508006216,0.03227821320863477,1,0,0,1,1,1
79,robust,1.45,4,phase_dual_memory,1,1,1,3,3,0.03339168601091407,0.03339168601091407,0,0,1,1,1,1
79,robust,1.45,4,online_finetune,1,0,3,3,0,0.05943444940561893,0.03216339355974202,1,3,0,0,1,1
80,near,0.9,4,raw_history,1,0,2,3,2,0.05266803233382924,0.040325952422142784,1,0,0,1,1,1
80,near,0.9,4,transition_retrieval,1,1,1,3,3,0.0296094938355832,0.0296094938355832,0,0,1,1,1,1
80,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.029413996673225137,0.029413996673225137,0,0,1,1,1,1
80,near,0.9,4,online_finetune,1,1,1,3,3,0.04048052648143412,0.04048052648143412,0,1,1,1,1,1
81,matched,1.0,4,raw_history,0,0,5,1,0,0.06534687551485134,0.07384756852709619,0,0,0,0,0,0
81,matched,1.0,4,transition_retrieval,1,0,4,3,0,0.07399324579856865,0.022645959039203994,1,0,0,0,0,1
81,matched,1.0,4,phase_dual_memory,1,0,3,3,0,0.07277441246489387,0.04664817346868624,1,0,0,0,1,1
81,matched,1.0,4,online_finetune,1,0,3,3,1,0.07781859938043231,0.03410812370531164,1,3,0,0,1,1
82,shifted,1.2,4,raw_history,1,0,2,3,0,0.06092672698268532,0.041573510973533075,1,0,0,1,1,1
82,shifted,1.2,4,transition_retrieval,1,0,4,3,0,0.0856107711803711,0.01736182558901749,1,0,0,0,0,1
82,shifted,1.2,4,phase_dual_memory,1,0,3,3,0,0.08034699067037947,0.015524896039811616,1,0,0,0,1,1
82,shifted,1.2,4,online_finetune,1,0,3,3,0,0.13057856259925316,0.04049020552941265,1,3,0,0,1,1
83,robust,1.45,4,raw_history,1,0,2,3,0,0.05752832186032015,0.026206103507587925,1,0,0,1,1,1
83,robust,1.45,4,transition_retrieval,1,1,1,3,3,0.03951451667491386,0.03951451667491386,0,0,1,1,1,1
83,robust,1.45,4,phase_dual_memory,1,1,1,3,3,0.03279736981107567,0.03279736981107567,0,0,1,1,1,1
83,robust,1.45,4,online_finetune,1,0,2,3,2,0.04666034112177126,0.034180580428468825,1,2,0,1,1,1
84,near,0.9,4,raw_history,1,1,1,3,3,0.029329673556650684,0.029329673556650684,0,0,1,1,1,1
84,near,0.9,4,transition_retrieval,1,1,1,3,3,0.04046502246865437,0.04046502246865437,0,0,1,1,1,1
84,near,0.9,4,phase_dual_memory,1,0,2,3,1,0.04372167178803362,0.033342397196041436,1,0,0,1,1,1
84,near,0.9,4,online_finetune,1,1,1,3,3,0.03292309893150482,0.03292309893150482,0,1,1,1,1,1
85,matched,1.0,4,raw_history,1,0,2,3,1,0.04033569006754814,0.043782520632569565,1,0,0,1,1,1
85,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.026492491688534587,0.026492491688534587,0,0,1,1,1,1
85,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.021852099977272218,0.021852099977272218,0,0,1,1,1,1
85,matched,1.0,4,online_finetune,1,1,1,3,3,0.036914964331360385,0.036914964331360385,0,1,1,1,1,1
86,shifted,1.2,4,raw_history,1,1,1,3,3,0.015719034075176715,0.015719034075176715,0,0,1,1,1,1
86,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.006306318912395643,0.006306318912395643,0,0,1,1,1,1
86,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.01514033944316035,0.01514033944316035,0,0,1,1,1,1
86,shifted,1.2,4,online_finetune,1,1,1,3,3,0.020640285877543168,0.020640285877543168,0,1,1,1,1,1
87,robust,1.45,4,raw_history,0,0,5,1,0,0.06944431959609706,0.0759767015670825,0,0,0,0,0,0
87,robust,1.45,4,transition_retrieval,0,0,5,1,0,0.09547155529144949,0.06538832470548007,0,0,0,0,0,0
87,robust,1.45,4,phase_dual_memory,1,0,4,3,0,0.1016154917957989,0.029575707728931876,1,0,0,0,0,1
87,robust,1.45,4,online_finetune,0,0,5,0,0,0.11377784423868806,0.054834485830711016,0,5,0,0,0,0
88,near,0.9,4,raw_history,1,1,1,3,3,0.021686808541699618,0.021686808541699618,0,0,1,1,1,1
88,near,0.9,4,transition_retrieval,1,1,1,3,3,0.0250083745646099,0.0250083745646099,0,0,1,1,1,1
88,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.01822335932526614,0.01822335932526614,0,0,1,1,1,1
88,near,0.9,4,online_finetune,1,1,1,3,3,0.03132274210180817,0.03132274210180817,0,1,1,1,1,1
89,matched,1.0,4,raw_history,0,0,5,1,1,0.06276325716184177,0.038517906242824806,0,0,0,0,0,0
89,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.035865006159846474,0.035865006159846474,0,0,1,1,1,1
89,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.03111787812683589,0.03111787812683589,0,0,1,1,1,1
89,matched,1.0,4,online_finetune,0,0,5,0,0,0.08835192024938526,0.06028919640724886,0,5,0,0,0,0
90,shifted,1.2,4,raw_history,1,1,1,3,3,0.03187274277620652,0.03187274277620652,0,0,1,1,1,1
90,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.024146174319754753,0.024146174319754753,0,0,1,1,1,1
90,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.019605931582982104,0.019605931582982104,0,0,1,1,1,1
90,shifted,1.2,4,online_finetune,1,1,1,3,3,0.023715816142480455,0.023715816142480455,0,1,1,1,1,1
91,robust,1.45,4,raw_history,1,0,3,3,1,0.0679547754742282,0.028866460128242514,1,0,0,0,1,1
91,robust,1.45,4,transition_retrieval,1,0,2,3,1,0.06199073667790855,0.02147285557708797,1,0,0,1,1,1
91,robust,1.45,4,phase_dual_memory,1,0,2,3,1,0.05732512152852685,0.026773158673513514,1,0,0,1,1,1
91,robust,1.45,4,online_finetune,0,0,5,0,0,0.09611295914998896,0.061427513652846676,0,5,0,0,0,0
92,near,0.9,4,raw_history,1,1,1,3,3,0.0361141369755129,0.0361141369755129,0,0,1,1,1,1
92,near,0.9,4,transition_retrieval,1,1,1,3,3,0.036086588255033844,0.036086588255033844,0,0,1,1,1,1
92,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.03853970889966795,0.03853970889966795,0,0,1,1,1,1
92,near,0.9,4,online_finetune,1,1,1,3,3,0.038252785247069876,0.038252785247069876,0,1,1,1,1,1
93,matched,1.0,4,raw_history,1,1,1,3,3,0.025319847454209597,0.025319847454209597,0,0,1,1,1,1
93,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.015054379889656402,0.015054379889656402,0,0,1,1,1,1
93,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.011726864721813474,0.011726864721813474,0,0,1,1,1,1
93,matched,1.0,4,online_finetune,1,1,1,3,3,0.025765661020933677,0.025765661020933677,0,1,1,1,1,1
94,shifted,1.2,4,raw_history,1,1,1,3,3,0.025944463808263027,0.025944463808263027,0,0,1,1,1,1
94,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.018004087757713592,0.018004087757713592,0,0,1,1,1,1
94,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.02133709237092607,0.02133709237092607,0,0,1,1,1,1
94,shifted,1.2,4,online_finetune,1,0,3,3,1,0.07369582860525117,0.019091945067475028,1,3,0,0,1,1
95,robust,1.45,4,raw_history,0,0,5,0,0,0.10416346638400395,0.07382789412584062,0,0,0,0,0,0
95,robust,1.45,4,transition_retrieval,1,0,4,3,0,0.1202312665128985,0.021915276860507607,1,0,0,0,0,1
95,robust,1.45,4,phase_dual_memory,1,0,3,3,0,0.11928821852854905,0.025335774204514595,1,0,0,0,1,1
95,robust,1.45,4,online_finetune,0,0,5,2,2,0.0350406225303151,0.03468935223911535,0,5,0,0,0,0
96,near,0.9,4,raw_history,0,0,5,2,0,0.08534458706457215,0.06618416893640472,0,0,0,0,0,0
96,near,0.9,4,transition_retrieval,1,0,4,3,1,0.051265001745696905,0.0297565391093783,1,0,0,0,0,1
96,near,0.9,4,phase_dual_memory,1,0,2,3,2,0.06799404658069631,0.028868899102139897,1,0,0,1,1,1
96,near,0.9,4,online_finetune,1,0,3,3,2,0.05290985323674106,0.03656743291207195,1,3,0,0,1,1
97,matched,1.0,4,raw_history,0,0,5,2,2,0.08069264377580272,0.06127339625047237,0,0,0,0,0,0
97,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.021225689028123208,0.021225689028123208,0,0,1,1,1,1
97,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.025718891043812614,0.025718891043812614,0,0,1,1,1,1
97,matched,1.0,4,online_finetune,1,0,2,3,2,0.02723257141556736,0.03002970527344363,1,2,0,1,1,1
98,shifted,1.2,4,raw_history,0,0,5,0,0,0.08457591223957613,0.06512006468988905,0,0,0,0,0,0
98,shifted,1.2,4,transition_retrieval,1,0,2,3,0,0.06763842624502943,0.02141961267074145,1,0,0,1,1,1
98,shifted,1.2,4,phase_dual_memory,1,0,2,3,0,0.055729880340355684,0.040208797516265396,1,0,0,1,1,1
98,shifted,1.2,4,online_finetune,0,0,5,0,0,0.0932978207954724,0.07379928160273293,0,5,0,0,0,0
99,robust,1.45,4,raw_history,1,0,2,3,2,0.04647664113702963,0.028426141132045783,1,0,0,1,1,1
99,robust,1.45,4,transition_retrieval,1,1,1,3,3,0.042739425927842,0.042739425927842,0,0,1,1,1,1
99,robust,1.45,4,phase_dual_memory,1,1,1,3,3,0.04173623102517098,0.04173623102517098,0,0,1,1,1,1
99,robust,1.45,4,online_finetune,1,1,1,3,3,0.036402799756570715,0.036402799756570715,0,1,1,1,1,1
100,near,0.9,4,raw_history,1,0,2,3,1,0.05994105127505306,0.03794002248111881,1,0,0,1,1,1
100,near,0.9,4,transition_retrieval,1,0,3,3,1,0.06037864087821906,0.02788278957026745,1,0,0,0,1,1
100,near,0.9,4,phase_dual_memory,1,0,2,3,1,0.05803114575944997,0.023451909356056445,1,0,0,1,1,1
100,near,0.9,4,online_finetune,1,0,3,3,1,0.046433828910286426,0.024412924798386654,1,3,0,0,1,1
101,matched,1.0,4,raw_history,1,1,1,3,3,0.027372084012813557,0.027372084012813557,0,0,1,1,1,1
101,matched,1.0,4,transition_retrieval,0,0,5,1,1,0.06537990143232798,0.04647140856525239,0,0,0,0,0,0
101,matched,1.0,4,phase_dual_memory,1,0,2,3,1,0.05443739783717365,0.014004723660201298,1,0,0,1,1,1
101,matched,1.0,4,online_finetune,0,0,5,1,0,0.10579523016570194,0.054614747824947144,0,5,0,0,0,0
102,shifted,1.2,4,raw_history,1,0,2,3,1,0.06129078182660343,0.035903233403026334,1,0,0,1,1,1
102,shifted,1.2,4,transition_retrieval,1,0,2,3,1,0.05370785718522717,0.03565118977580179,1,0,0,1,1,1
102,shifted,1.2,4,phase_dual_memory,1,0,2,3,1,0.049994941606677695,0.013185390006887463,1,0,0,1,1,1
102,shifted,1.2,4,online_finetune,1,0,2,3,1,0.03451123385319882,0.02095615546387541,1,2,0,1,1,1
103,robust,1.45,4,raw_history,0,0,5,1,0,0.06636341885964858,0.06222087228240894,0,0,0,0,0,0
103,robust,1.45,4,transition_retrieval,1,0,4,3,0,0.06000244443171365,0.009950530436582916,1,0,0,0,0,1
103,robust,1.45,4,phase_dual_memory,0,0,5,2,0,0.05641444831869724,0.03270532714690538,0,0,0,0,0,0
103,robust,1.45,4,online_finetune,0,0,5,0,0,0.10216606833310468,0.07521853288563712,0,5,0,0,0,0
104,near,0.9,4,raw_history,1,0,2,3,0,0.08705382123611503,0.03959689022897387,1,0,0,1,1,1
104,near,0.9,4,transition_retrieval,1,0,4,3,0,0.08411973335459348,0.012145549619869841,1,0,0,0,0,1
104,near,0.9,4,phase_dual_memory,1,0,3,3,0,0.07480066908118119,0.01935262349706844,1,0,0,0,1,1
104,near,0.9,4,online_finetune,1,1,1,3,3,0.04489029707679273,0.04489029707679273,0,1,1,1,1,1
105,matched,1.0,4,raw_history,1,1,1,3,3,0.018770604288873224,0.018770604288873224,0,0,1,1,1,1
105,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.024723018857885793,0.024723018857885793,0,0,1,1,1,1
105,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.02804689302983539,0.02804689302983539,0,0,1,1,1,1
105,matched,1.0,4,online_finetune,1,1,1,3,3,0.03389464632414492,0.03389464632414492,0,1,1,1,1,1
106,shifted,1.2,4,raw_history,0,0,5,0,0,0.10407017855957526,0.07430389311229083,0,0,0,0,0,0
106,shifted,1.2,4,transition_retrieval,0,0,5,2,0,0.0967835275100714,0.03793264957789656,0,0,0,0,0,0
106,shifted,1.2,4,phase_dual_memory,1,0,3,3,0,0.09471715539040511,0.032189253998812756,1,0,0,0,1,1
106,shifted,1.2,4,online_finetune,1,0,3,3,0,0.08577765284924367,0.03331192192513252,1,3,0,0,1,1
107,robust,1.45,4,raw_history,0,0,5,0,0,0.07763839804667265,0.05468274007008814,0,0,0,0,0,0
107,robust,1.45,4,transition_retrieval,0,0,5,1,0,0.09778610382129384,0.04751785620156081,0,0,0,0,0,0
107,robust,1.45,4,phase_dual_memory,1,0,3,3,0,0.09886578419747583,0.03829846252982122,1,0,0,0,1,1
107,robust,1.45,4,online_finetune,0,0,5,0,0,0.14194143626544584,0.0749349048553912,0,5,0,0,0,0
108,near,0.9,4,raw_history,1,0,4,3,0,0.09827326272489553,0.046511299203764435,1,0,0,0,0,1
108,near,0.9,4,transition_retrieval,1,0,3,3,2,0.0579701241680004,0.01278689984548096,1,0,0,0,1,1
108,near,0.9,4,phase_dual_memory,1,0,2,3,2,0.055093022699280125,0.020659621822371712,1,0,0,1,1,1
108,near,0.9,4,online_finetune,0,0,5,2,2,0.055383304160959546,0.050294758203841904,0,5,0,0,0,0
109,matched,1.0,4,raw_history,0,0,5,2,2,0.0596058194328585,0.06629576238877274,0,0,0,0,0,0
109,matched,1.0,4,transition_retrieval,1,0,4,3,2,0.05620579621689353,0.019300908142962616,1,0,0,0,0,1
109,matched,1.0,4,phase_dual_memory,1,0,2,3,2,0.055526818288051116,0.021483663809592646,1,0,0,1,1,1
109,matched,1.0,4,online_finetune,1,0,2,3,2,0.0444887710365956,0.03449363949360987,1,2,0,1,1,1
110,shifted,1.2,4,raw_history,0,0,5,0,0,0.07624147827857125,0.0567589478836702,0,0,0,0,0,0
110,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.015046550022032775,0.015046550022032775,0,0,1,1,1,1
110,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.020565254313892698,0.020565254313892698,0,0,1,1,1,1
110,shifted,1.2,4,online_finetune,1,1,1,3,3,0.04039436166477945,0.04039436166477945,0,1,1,1,1,1
111,robust,1.45,4,raw_history,0,0,5,0,0,0.08553184993931257,0.06332271844345932,0,0,0,0,0,0
111,robust,1.45,4,transition_retrieval,0,0,5,1,0,0.1000608838368243,0.08396323306277012,0,0,0,0,0,0
111,robust,1.45,4,phase_dual_memory,0,0,5,2,0,0.1028495295396128,0.08270194347418948,0,0,0,0,0,0
111,robust,1.45,4,online_finetune,0,0,5,0,0,0.08255980051006201,0.05305524539564277,0,5,0,0,0,0
112,near,0.9,4,raw_history,1,1,1,3,3,0.026251652514048155,0.026251652514048155,0,0,1,1,1,1
112,near,0.9,4,transition_retrieval,1,1,1,3,3,0.030027281007024575,0.030027281007024575,0,0,1,1,1,1
112,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.024610217161753045,0.024610217161753045,0,0,1,1,1,1
112,near,0.9,4,online_finetune,1,1,1,3,3,0.025475957081129347,0.025475957081129347,0,1,1,1,1,1
113,matched,1.0,4,raw_history,0,0,5,2,0,0.07949592235253583,0.0453461553702037,0,0,0,0,0,0
113,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.032252335375591926,0.032252335375591926,0,0,1,1,1,1
113,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.029962599934351516,0.029962599934351516,0,0,1,1,1,1
113,matched,1.0,4,online_finetune,1,1,1,3,3,0.025020834061656175,0.025020834061656175,0,1,1,1,1,1
114,shifted,1.2,4,raw_history,0,0,5,0,0,0.08687069226142247,0.06627835298180608,0,0,0,0,0,0
114,shifted,1.2,4,transition_retrieval,1,0,3,3,2,0.05182069197539254,0.04859691265235616,1,0,0,0,1,1
114,shifted,1.2,4,phase_dual_memory,1,0,2,3,2,0.05656386242528521,0.027646511123128437,1,0,0,1,1,1
114,shifted,1.2,4,online_finetune,1,1,1,3,3,0.014029586927298027,0.014029586927298027,0,1,1,1,1,1
115,robust,1.45,4,raw_history,0,0,5,2,1,0.03593385292913131,0.07795059348298171,0,0,0,0,0,0
115,robust,1.45,4,transition_retrieval,0,0,5,2,2,0.05293766376243216,0.025422660745975264,0,0,0,0,0,0
115,robust,1.45,4,phase_dual_memory,1,0,2,3,2,0.045713781444560043,0.02523011908665145,1,0,0,1,1,1
115,robust,1.45,4,online_finetune,0,0,5,2,1,0.04807223344470882,0.03430240023635097,0,5,0,0,0,0
116,near,0.9,4,raw_history,1,1,1,3,3,0.03408895950709114,0.03408895950709114,0,0,1,1,1,1
116,near,0.9,4,transition_retrieval,1,1,1,3,3,0.02106968294308484,0.02106968294308484,0,0,1,1,1,1
116,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.015064024714195287,0.015064024714195287,0,0,1,1,1,1
116,near,0.9,4,online_finetune,1,1,1,3,3,0.030925858383590677,0.030925858383590677,0,1,1,1,1,1
117,matched,1.0,4,raw_history,0,0,5,1,1,0.07917374379231704,0.04061275468474787,0,0,0,0,0,0
117,matched,1.0,4,transition_retrieval,1,0,3,3,0,0.08093109656984838,0.03510465306430227,1,0,0,0,1,1
117,matched,1.0,4,phase_dual_memory,1,0,2,3,0,0.07433438927343153,0.025631949133354703,1,0,0,1,1,1
117,matched,1.0,4,online_finetune,1,0,4,3,1,0.04850607267023706,0.036233394595082895,1,4,0,0,0,1
118,shifted,1.2,4,raw_history,0,0,5,2,1,0.04759365554886848,0.043930333302989365,0,0,0,0,0,0
118,shifted,1.2,4,transition_retrieval,1,0,3,3,1,0.04903732135896835,0.035583279439977175,1,0,0,0,1,1
118,shifted,1.2,4,phase_dual_memory,1,0,2,3,1,0.06493734719103467,0.02111110704027276,1,0,0,1,1,1
118,shifted,1.2,4,online_finetune,1,1,1,3,3,0.02882253791081928,0.02882253791081928,0,1,1,1,1,1
